f[Hz]	Si_D(f)	Si_G(f)	Si_G-D(f).re	Si_G-D(f).im
1.4024e+014	2.8475e-018	5.7842e-018	3.3769e-018	1.2871e-018
1.4026e+014	2.8526e-018	5.7897e-018	3.3811e-018	1.2887e-018
1.4027e+014	2.8573e-018	5.7951e-018	3.3851e-018	1.2901e-018
1.4029e+014	2.8625e-018	5.8016e-018	3.3897e-018	1.2918e-018
1.4030e+014	2.8682e-018	5.8095e-018	3.3948e-018	1.2940e-018
1.4032e+014	2.8736e-018	5.8168e-018	3.3995e-018	1.2960e-018
1.4034e+014	2.8778e-018	5.8221e-018	3.4024e-018	1.2974e-018
1.4035e+014	2.8804e-018	5.8240e-018	3.4030e-018	1.2982e-018
1.4037e+014	2.8821e-018	5.8229e-018	3.4016e-018	1.2986e-018
1.4038e+014	2.8836e-018	5.8217e-018	3.3998e-018	1.2996e-018
1.4040e+014	2.8853e-018	5.8213e-018	3.3986e-018	1.3006e-018
1.4041e+014	2.8872e-018	5.8197e-018	3.3970e-018	1.3015e-018
1.4043e+014	2.8888e-018	5.8156e-018	3.3942e-018	1.3025e-018
1.4044e+014	2.8899e-018	5.8099e-018	3.3905e-018	1.3029e-018
1.4046e+014	2.8904e-018	5.8046e-018	3.3866e-018	1.3030e-018
1.4047e+014	2.8904e-018	5.7991e-018	3.3821e-018	1.3030e-018
1.4049e+014	2.8900e-018	5.7901e-018	3.3764e-018	1.3025e-018
1.4050e+014	2.8892e-018	5.7775e-018	3.3698e-018	1.3014e-018
1.4052e+014	2.8881e-018	5.7634e-018	3.3625e-018	1.2999e-018
1.4053e+014	2.8867e-018	5.7484e-018	3.3547e-018	1.2986e-018
1.4055e+014	2.8849e-018	5.7333e-018	3.3466e-018	1.2970e-018
1.4056e+014	2.8832e-018	5.7187e-018	3.3388e-018	1.2954e-018
1.4058e+014	2.8814e-018	5.7016e-018	3.3301e-018	1.2932e-018
1.4059e+014	2.8781e-018	5.6786e-018	3.3185e-018	1.2907e-018
1.4061e+014	2.8737e-018	5.6505e-018	3.3044e-018	1.2883e-018
1.4062e+014	2.8693e-018	5.6212e-018	3.2899e-018	1.2858e-018
1.4064e+014	2.8651e-018	5.5923e-018	3.2756e-018	1.2834e-018
1.4066e+014	2.8610e-018	5.5634e-018	3.2613e-018	1.2811e-018
1.4067e+014	2.8571e-018	5.5347e-018	3.2472e-018	1.2787e-018
1.4069e+014	2.8530e-018	5.5061e-018	3.2331e-018	1.2762e-018
1.4070e+014	2.8486e-018	5.4778e-018	3.2192e-018	1.2735e-018
1.4072e+014	2.8443e-018	5.4500e-018	3.2057e-018	1.2708e-018
1.4073e+014	2.8404e-018	5.4227e-018	3.1926e-018	1.2683e-018
1.4075e+014	2.8368e-018	5.3959e-018	3.1799e-018	1.2657e-018
1.4076e+014	2.8330e-018	5.3701e-018	3.1677e-018	1.2629e-018
1.4078e+014	2.8289e-018	5.3446e-018	3.1554e-018	1.2599e-018
1.4079e+014	2.8247e-018	5.3192e-018	3.1433e-018	1.2568e-018
1.4081e+014	2.8209e-018	5.2943e-018	3.1317e-018	1.2537e-018
1.4082e+014	2.8172e-018	5.2699e-018	3.1204e-018	1.2506e-018
1.4084e+014	2.8135e-018	5.2456e-018	3.1091e-018	1.2475e-018
1.4085e+014	2.8100e-018	5.2216e-018	3.0980e-018	1.2445e-018
1.4087e+014	2.8062e-018	5.1982e-018	3.0871e-018	1.2416e-018
1.4088e+014	2.8015e-018	5.1743e-018	3.0751e-018	1.2388e-018
1.4090e+014	2.7964e-018	5.1491e-018	3.0623e-018	1.2361e-018
1.4091e+014	2.7919e-018	5.1241e-018	3.0502e-018	1.2333e-018
1.4093e+014	2.7884e-018	5.1001e-018	3.0389e-018	1.2307e-018
1.4095e+014	2.7858e-018	5.0763e-018	3.0284e-018	1.2281e-018
1.4096e+014	2.7840e-018	5.0529e-018	3.0183e-018	1.2257e-018
1.4098e+014	2.7820e-018	5.0306e-018	3.0084e-018	1.2239e-018
1.4099e+014	2.7801e-018	5.0091e-018	2.9990e-018	1.2220e-018
1.4101e+014	2.7790e-018	4.9878e-018	2.9902e-018	1.2200e-018
1.4102e+014	2.7784e-018	4.9682e-018	2.9824e-018	1.2181e-018
1.4104e+014	2.7781e-018	4.9508e-018	2.9757e-018	1.2161e-018
1.4105e+014	2.7785e-018	4.9350e-018	2.9700e-018	1.2141e-018
1.4107e+014	2.7792e-018	4.9197e-018	2.9647e-018	1.2122e-018
1.4108e+014	2.7790e-018	4.9042e-018	2.9587e-018	1.2103e-018
1.4110e+014	2.7776e-018	4.8878e-018	2.9516e-018	1.2082e-018
1.4111e+014	2.7762e-018	4.8716e-018	2.9446e-018	1.2064e-018
1.4113e+014	2.7756e-018	4.8566e-018	2.9386e-018	1.2048e-018
1.4114e+014	2.7748e-018	4.8400e-018	2.9322e-018	1.2025e-018
1.4116e+014	2.7729e-018	4.8205e-018	2.9245e-018	1.1991e-018
1.4117e+014	2.7707e-018	4.8003e-018	2.9164e-018	1.1951e-018
1.4119e+014	2.7688e-018	4.7808e-018	2.9088e-018	1.1912e-018
1.4120e+014	2.7675e-018	4.7621e-018	2.9017e-018	1.1874e-018
1.4122e+014	2.7665e-018	4.7442e-018	2.8952e-018	1.1839e-018
1.4124e+014	2.7652e-018	4.7263e-018	2.8885e-018	1.1804e-018
1.4125e+014	2.7634e-018	4.7082e-018	2.8813e-018	1.1772e-018
1.4127e+014	2.7619e-018	4.6915e-018	2.8745e-018	1.1744e-018
1.4128e+014	2.7602e-018	4.6760e-018	2.8680e-018	1.1719e-018
1.4130e+014	2.7572e-018	4.6608e-018	2.8611e-018	1.1692e-018
1.4131e+014	2.7535e-018	4.6460e-018	2.8542e-018	1.1663e-018
1.4133e+014	2.7503e-018	4.6323e-018	2.8481e-018	1.1637e-018
1.4134e+014	2.7476e-018	4.6193e-018	2.8425e-018	1.1616e-018
1.4136e+014	2.7447e-018	4.6063e-018	2.8367e-018	1.1595e-018
1.4137e+014	2.7417e-018	4.5933e-018	2.8307e-018	1.1575e-018
1.4139e+014	2.7393e-018	4.5804e-018	2.8250e-018	1.1557e-018
1.4140e+014	2.7371e-018	4.5668e-018	2.8191e-018	1.1541e-018
1.4142e+014	2.7351e-018	4.5525e-018	2.8130e-018	1.1529e-018
1.4143e+014	2.7335e-018	4.5387e-018	2.8074e-018	1.1518e-018
1.4145e+014	2.7321e-018	4.5250e-018	2.8017e-018	1.1509e-018
1.4146e+014	2.7308e-018	4.5105e-018	2.7959e-018	1.1499e-018
1.4148e+014	2.7302e-018	4.4963e-018	2.7904e-018	1.1491e-018
1.4149e+014	2.7302e-018	4.4832e-018	2.7856e-018	1.1488e-018
1.4151e+014	2.7298e-018	4.4706e-018	2.7811e-018	1.1484e-018
1.4153e+014	2.7286e-018	4.4582e-018	2.7768e-018	1.1478e-018
1.4154e+014	2.7264e-018	4.4461e-018	2.7723e-018	1.1470e-018
1.4156e+014	2.7241e-018	4.4347e-018	2.7681e-018	1.1463e-018
1.4157e+014	2.7224e-018	4.4244e-018	2.7644e-018	1.1461e-018
1.4159e+014	2.7205e-018	4.4146e-018	2.7606e-018	1.1459e-018
1.4160e+014	2.7179e-018	4.4045e-018	2.7564e-018	1.1452e-018
1.4162e+014	2.7155e-018	4.3939e-018	2.7521e-018	1.1445e-018
1.4163e+014	2.7134e-018	4.3838e-018	2.7481e-018	1.1440e-018
1.4165e+014	2.7118e-018	4.3743e-018	2.7446e-018	1.1439e-018
1.4166e+014	2.7102e-018	4.3639e-018	2.7409e-018	1.1435e-018
1.4168e+014	2.7073e-018	4.3506e-018	2.7356e-018	1.1421e-018
1.4169e+014	2.7031e-018	4.3342e-018	2.7287e-018	1.1393e-018
1.4171e+014	2.6986e-018	4.3154e-018	2.7211e-018	1.1359e-018
1.4172e+014	2.6943e-018	4.2957e-018	2.7129e-018	1.1330e-018
1.4174e+014	2.6908e-018	4.2760e-018	2.7047e-018	1.1304e-018
1.4175e+014	2.6877e-018	4.2580e-018	2.6969e-018	1.1284e-018
1.4177e+014	2.6846e-018	4.2423e-018	2.6898e-018	1.1267e-018
1.4178e+014	2.6820e-018	4.2283e-018	2.6836e-018	1.1258e-018
1.4180e+014	2.6802e-018	4.2150e-018	2.6779e-018	1.1253e-018
1.4182e+014	2.6783e-018	4.2020e-018	2.6724e-018	1.1247e-018
1.4183e+014	2.6762e-018	4.1890e-018	2.6672e-018	1.1238e-018
1.4185e+014	2.6747e-018	4.1762e-018	2.6625e-018	1.1230e-018
1.4186e+014	2.6743e-018	4.1643e-018	2.6592e-018	1.1226e-018
1.4188e+014	2.6753e-018	4.1545e-018	2.6574e-018	1.1227e-018
1.4189e+014	2.6769e-018	4.1461e-018	2.6567e-018	1.1230e-018
1.4191e+014	2.6784e-018	4.1365e-018	2.6557e-018	1.1228e-018
1.4192e+014	2.6797e-018	4.1257e-018	2.6542e-018	1.1226e-018
1.4194e+014	2.6811e-018	4.1160e-018	2.6530e-018	1.1226e-018
1.4195e+014	2.6819e-018	4.1076e-018	2.6519e-018	1.1227e-018
1.4197e+014	2.6817e-018	4.0997e-018	2.6503e-018	1.1228e-018
1.4198e+014	2.6808e-018	4.0920e-018	2.6482e-018	1.1232e-018
1.4200e+014	2.6801e-018	4.0847e-018	2.6463e-018	1.1238e-018
1.4201e+014	2.6799e-018	4.0793e-018	2.6450e-018	1.1249e-018
1.4203e+014	2.6802e-018	4.0762e-018	2.6444e-018	1.1265e-018
1.4204e+014	2.6803e-018	4.0736e-018	2.6440e-018	1.1283e-018
1.4206e+014	2.6797e-018	4.0706e-018	2.6429e-018	1.1298e-018
1.4207e+014	2.6786e-018	4.0669e-018	2.6411e-018	1.1313e-018
1.4209e+014	2.6768e-018	4.0628e-018	2.6388e-018	1.1328e-018
1.4211e+014	2.6748e-018	4.0606e-018	2.6369e-018	1.1347e-018
1.4212e+014	2.6733e-018	4.0623e-018	2.6366e-018	1.1367e-018
1.4214e+014	2.6718e-018	4.0661e-018	2.6367e-018	1.1383e-018
1.4215e+014	2.6692e-018	4.0687e-018	2.6356e-018	1.1400e-018
1.4217e+014	2.6664e-018	4.0707e-018	2.6341e-018	1.1416e-018
1.4218e+014	2.6636e-018	4.0729e-018	2.6326e-018	1.1434e-018
1.4220e+014	2.6605e-018	4.0750e-018	2.6305e-018	1.1453e-018
1.4221e+014	2.6574e-018	4.0772e-018	2.6284e-018	1.1476e-018
1.4223e+014	2.6541e-018	4.0794e-018	2.6260e-018	1.1499e-018
1.4224e+014	2.6503e-018	4.0811e-018	2.6230e-018	1.1520e-018
1.4226e+014	2.6463e-018	4.0831e-018	2.6199e-018	1.1542e-018
1.4227e+014	2.6418e-018	4.0846e-018	2.6163e-018	1.1565e-018
1.4229e+014	2.6370e-018	4.0840e-018	2.6116e-018	1.1588e-018
1.4230e+014	2.6327e-018	4.0828e-018	2.6071e-018	1.1612e-018
1.4232e+014	2.6290e-018	4.0822e-018	2.6031e-018	1.1637e-018
1.4233e+014	2.6249e-018	4.0818e-018	2.5988e-018	1.1662e-018
1.4235e+014	2.6207e-018	4.0817e-018	2.5943e-018	1.1689e-018
1.4236e+014	2.6167e-018	4.0821e-018	2.5900e-018	1.1718e-018
1.4238e+014	2.6124e-018	4.0822e-018	2.5854e-018	1.1745e-018
1.4240e+014	2.6078e-018	4.0811e-018	2.5801e-018	1.1771e-018
1.4241e+014	2.6035e-018	4.0798e-018	2.5749e-018	1.1797e-018
1.4243e+014	2.5990e-018	4.0790e-018	2.5696e-018	1.1822e-018
1.4244e+014	2.5938e-018	4.0786e-018	2.5639e-018	1.1849e-018
1.4246e+014	2.5880e-018	4.0784e-018	2.5578e-018	1.1875e-018
1.4247e+014	2.5811e-018	4.0779e-018	2.5511e-018	1.1899e-018
1.4249e+014	2.5723e-018	4.0759e-018	2.5428e-018	1.1917e-018
1.4250e+014	2.5631e-018	4.0727e-018	2.5338e-018	1.1927e-018
1.4252e+014	2.5544e-018	4.0703e-018	2.5255e-018	1.1941e-018
1.4253e+014	2.5454e-018	4.0680e-018	2.5170e-018	1.1955e-018
1.4255e+014	2.5354e-018	4.0648e-018	2.5073e-018	1.1969e-018
1.4256e+014	2.5252e-018	4.0619e-018	2.4974e-018	1.1982e-018
1.4258e+014	2.5150e-018	4.0596e-018	2.4877e-018	1.1996e-018
1.4259e+014	2.5046e-018	4.0563e-018	2.4777e-018	1.2007e-018
1.4261e+014	2.4943e-018	4.0526e-018	2.4675e-018	1.2017e-018
1.4262e+014	2.4849e-018	4.0502e-018	2.4583e-018	1.2029e-018
1.4264e+014	2.4760e-018	4.0486e-018	2.4497e-018	1.2043e-018
1.4265e+014	2.4672e-018	4.0467e-018	2.4409e-018	1.2058e-018
1.4267e+014	2.4592e-018	4.0464e-018	2.4331e-018	1.2076e-018
1.4268e+014	2.4526e-018	4.0491e-018	2.4272e-018	1.2100e-018
1.4270e+014	2.4466e-018	4.0534e-018	2.4221e-018	1.2128e-018
1.4272e+014	2.4405e-018	4.0578e-018	2.4169e-018	1.2158e-018
1.4273e+014	2.4348e-018	4.0624e-018	2.4120e-018	1.2186e-018
1.4275e+014	2.4294e-018	4.0669e-018	2.4074e-018	1.2215e-018
1.4276e+014	2.4242e-018	4.0721e-018	2.4029e-018	1.2244e-018
1.4278e+014	2.4191e-018	4.0790e-018	2.3988e-018	1.2275e-018
1.4279e+014	2.4137e-018	4.0868e-018	2.3946e-018	1.2303e-018
1.4281e+014	2.4081e-018	4.0942e-018	2.3903e-018	1.2326e-018
1.4282e+014	2.4032e-018	4.1018e-018	2.3863e-018	1.2350e-018
1.4284e+014	2.3986e-018	4.1096e-018	2.3822e-018	1.2375e-018
1.4285e+014	2.3939e-018	4.1172e-018	2.3778e-018	1.2402e-018
1.4287e+014	2.3894e-018	4.1248e-018	2.3736e-018	1.2429e-018
1.4288e+014	2.3854e-018	4.1328e-018	2.3698e-018	1.2456e-018
1.4290e+014	2.3819e-018	4.1410e-018	2.3664e-018	1.2484e-018
1.4291e+014	2.3783e-018	4.1493e-018	2.3629e-018	1.2513e-018
1.4293e+014	2.3744e-018	4.1579e-018	2.3593e-018	1.2539e-018
1.4294e+014	2.3700e-018	4.1660e-018	2.3554e-018	1.2560e-018
1.4296e+014	2.3652e-018	4.1731e-018	2.3510e-018	1.2576e-018
1.4297e+014	2.3603e-018	4.1808e-018	2.3469e-018	1.2589e-018
1.4299e+014	2.3549e-018	4.1895e-018	2.3430e-018	1.2604e-018
1.4301e+014	2.3489e-018	4.1978e-018	2.3387e-018	1.2615e-018
1.4302e+014	2.3426e-018	4.2054e-018	2.3338e-018	1.2623e-018
1.4304e+014	2.3362e-018	4.2126e-018	2.3285e-018	1.2632e-018
1.4305e+014	2.3304e-018	4.2200e-018	2.3234e-018	1.2641e-018
1.4307e+014	2.3258e-018	4.2292e-018	2.3195e-018	1.2653e-018
1.4308e+014	2.3217e-018	4.2394e-018	2.3165e-018	1.2661e-018
1.4310e+014	2.3175e-018	4.2492e-018	2.3137e-018	1.2665e-018
1.4311e+014	2.3144e-018	4.2598e-018	2.3121e-018	1.2674e-018
1.4313e+014	2.3122e-018	4.2724e-018	2.3113e-018	1.2692e-018
1.4314e+014	2.3100e-018	4.2862e-018	2.3107e-018	1.2712e-018
1.4316e+014	2.3073e-018	4.3004e-018	2.3100e-018	1.2730e-018
1.4317e+014	2.3042e-018	4.3139e-018	2.3087e-018	1.2744e-018
1.4319e+014	2.3012e-018	4.3276e-018	2.3075e-018	1.2761e-018
1.4320e+014	2.2990e-018	4.3429e-018	2.3071e-018	1.2785e-018
1.4322e+014	2.2973e-018	4.3597e-018	2.3074e-018	1.2814e-018
1.4323e+014	2.2959e-018	4.3779e-018	2.3083e-018	1.2846e-018
1.4325e+014	2.2941e-018	4.3976e-018	2.3099e-018	1.2879e-018
1.4326e+014	2.2910e-018	4.4176e-018	2.3114e-018	1.2907e-018
1.4328e+014	2.2873e-018	4.4365e-018	2.3126e-018	1.2927e-018
1.4330e+014	2.2837e-018	4.4526e-018	2.3133e-018	1.2944e-018
1.4331e+014	2.2792e-018	4.4659e-018	2.3130e-018	1.2945e-018
1.4333e+014	2.2737e-018	4.4788e-018	2.3122e-018	1.2940e-018
1.4334e+014	2.2682e-018	4.4920e-018	2.3113e-018	1.2936e-018
1.4336e+014	2.2625e-018	4.5046e-018	2.3099e-018	1.2933e-018
1.4337e+014	2.2565e-018	4.5166e-018	2.3081e-018	1.2928e-018
1.4339e+014	2.2501e-018	4.5284e-018	2.3057e-018	1.2923e-018
1.4340e+014	2.2431e-018	4.5396e-018	2.3027e-018	1.2918e-018
1.4342e+014	2.2358e-018	4.5509e-018	2.2995e-018	1.2913e-018
1.4343e+014	2.2288e-018	4.5631e-018	2.2967e-018	1.2910e-018
1.4345e+014	2.2218e-018	4.5758e-018	2.2941e-018	1.2907e-018
1.4346e+014	2.2147e-018	4.5880e-018	2.2916e-018	1.2899e-018
1.4348e+014	2.2079e-018	4.5994e-018	2.2892e-018	1.2887e-018
1.4349e+014	2.2016e-018	4.6103e-018	2.2870e-018	1.2872e-018
1.4351e+014	2.1960e-018	4.6204e-018	2.2852e-018	1.2856e-018
1.4352e+014	2.1908e-018	4.6300e-018	2.2836e-018	1.2839e-018
1.4354e+014	2.1852e-018	4.6393e-018	2.2822e-018	1.2819e-018
1.4355e+014	2.1788e-018	4.6479e-018	2.2801e-018	1.2793e-018
1.4357e+014	2.1721e-018	4.6560e-018	2.2778e-018	1.2766e-018
1.4359e+014	2.1660e-018	4.6650e-018	2.2761e-018	1.2740e-018
1.4360e+014	2.1610e-018	4.6756e-018	2.2758e-018	1.2718e-018
1.4362e+014	2.1575e-018	4.6878e-018	2.2770e-018	1.2697e-018
1.4363e+014	2.1550e-018	4.7007e-018	2.2794e-018	1.2680e-018
1.4365e+014	2.1528e-018	4.7134e-018	2.2821e-018	1.2666e-018
1.4366e+014	2.1510e-018	4.7262e-018	2.2854e-018	1.2654e-018
1.4368e+014	2.1499e-018	4.7400e-018	2.2895e-018	1.2641e-018
1.4369e+014	2.1484e-018	4.7539e-018	2.2935e-018	1.2626e-018
1.4371e+014	2.1468e-018	4.7674e-018	2.2977e-018	1.2608e-018
1.4372e+014	2.1453e-018	4.7805e-018	2.3021e-018	1.2586e-018
1.4374e+014	2.1437e-018	4.7927e-018	2.3065e-018	1.2561e-018
1.4375e+014	2.1425e-018	4.8048e-018	2.3110e-018	1.2535e-018
1.4377e+014	2.1417e-018	4.8167e-018	2.3156e-018	1.2511e-018
1.4378e+014	2.1412e-018	4.8281e-018	2.3202e-018	1.2486e-018
1.4380e+014	2.1416e-018	4.8405e-018	2.3258e-018	1.2459e-018
1.4381e+014	2.1424e-018	4.8545e-018	2.3322e-018	1.2433e-018
1.4383e+014	2.1421e-018	4.8683e-018	2.3378e-018	1.2405e-018
1.4384e+014	2.1413e-018	4.8815e-018	2.3428e-018	1.2378e-018
1.4386e+014	2.1410e-018	4.8937e-018	2.3478e-018	1.2350e-018
1.4388e+014	2.1407e-018	4.9051e-018	2.3531e-018	1.2319e-018
1.4389e+014	2.1407e-018	4.9168e-018	2.3589e-018	1.2287e-018
1.4391e+014	2.1416e-018	4.9296e-018	2.3657e-018	1.2260e-018
1.4392e+014	2.1432e-018	4.9433e-018	2.3731e-018	1.2234e-018
1.4394e+014	2.1453e-018	4.9580e-018	2.3813e-018	1.2210e-018
1.4395e+014	2.1477e-018	4.9724e-018	2.3898e-018	1.2186e-018
1.4397e+014	2.1507e-018	4.9855e-018	2.3984e-018	1.2161e-018
1.4398e+014	2.1542e-018	4.9989e-018	2.4076e-018	1.2134e-018
1.4400e+014	2.1587e-018	5.0134e-018	2.4177e-018	1.2113e-018
1.4401e+014	2.1645e-018	5.0291e-018	2.4287e-018	1.2097e-018
1.4403e+014	2.1710e-018	5.0455e-018	2.4404e-018	1.2086e-018
1.4404e+014	2.1773e-018	5.0620e-018	2.4519e-018	1.2074e-018
1.4406e+014	2.1839e-018	5.0783e-018	2.4635e-018	1.2062e-018
1.4407e+014	2.1910e-018	5.0941e-018	2.4756e-018	1.2050e-018
1.4409e+014	2.1986e-018	5.1087e-018	2.4877e-018	1.2040e-018
1.4410e+014	2.2063e-018	5.1226e-018	2.4995e-018	1.2030e-018
1.4412e+014	2.2145e-018	5.1372e-018	2.5119e-018	1.2021e-018
1.4413e+014	2.2229e-018	5.1517e-018	2.5245e-018	1.2013e-018
1.4415e+014	2.2310e-018	5.1648e-018	2.5364e-018	1.2002e-018
1.4417e+014	2.2387e-018	5.1780e-018	2.5482e-018	1.1989e-018
1.4418e+014	2.2462e-018	5.1924e-018	2.5604e-018	1.1978e-018
1.4420e+014	2.2525e-018	5.2054e-018	2.5712e-018	1.1966e-018
1.4421e+014	2.2566e-018	5.2151e-018	2.5793e-018	1.1952e-018
1.4423e+014	2.2600e-018	5.2235e-018	2.5865e-018	1.1935e-018
1.4424e+014	2.2637e-018	5.2324e-018	2.5942e-018	1.1919e-018
1.4426e+014	2.2666e-018	5.2413e-018	2.6013e-018	1.1906e-018
1.4427e+014	2.2688e-018	5.2502e-018	2.6080e-018	1.1891e-018
1.4429e+014	2.2713e-018	5.2585e-018	2.6150e-018	1.1876e-018
1.4430e+014	2.2740e-018	5.2635e-018	2.6216e-018	1.1855e-018
1.4432e+014	2.2766e-018	5.2649e-018	2.6273e-018	1.1830e-018
1.4433e+014	2.2792e-018	5.2650e-018	2.6327e-018	1.1808e-018
1.4435e+014	2.2823e-018	5.2653e-018	2.6385e-018	1.1788e-018
1.4436e+014	2.2859e-018	5.2648e-018	2.6447e-018	1.1766e-018
1.4438e+014	2.2899e-018	5.2635e-018	2.6509e-018	1.1742e-018
1.4439e+014	2.2934e-018	5.2620e-018	2.6566e-018	1.1718e-018
1.4441e+014	2.2963e-018	5.2602e-018	2.6618e-018	1.1694e-018
1.4442e+014	2.2985e-018	5.2583e-018	2.6667e-018	1.1670e-018
1.4444e+014	2.3006e-018	5.2563e-018	2.6716e-018	1.1643e-018
1.4445e+014	2.3030e-018	5.2541e-018	2.6767e-018	1.1616e-018
1.4447e+014	2.3062e-018	5.2524e-018	2.6823e-018	1.1593e-018
1.4449e+014	2.3103e-018	5.2516e-018	2.6885e-018	1.1573e-018
1.4450e+014	2.3145e-018	5.2498e-018	2.6945e-018	1.1556e-018
1.4452e+014	2.3186e-018	5.2467e-018	2.6998e-018	1.1538e-018
1.4453e+014	2.3230e-018	5.2431e-018	2.7050e-018	1.1522e-018
1.4455e+014	2.3274e-018	5.2393e-018	2.7101e-018	1.1508e-018
1.4456e+014	2.3321e-018	5.2363e-018	2.7156e-018	1.1495e-018
1.4458e+014	2.3365e-018	5.2331e-018	2.7207e-018	1.1483e-018
1.4459e+014	2.3397e-018	5.2268e-018	2.7239e-018	1.1468e-018
1.4461e+014	2.3424e-018	5.2187e-018	2.7260e-018	1.1456e-018
1.4462e+014	2.3447e-018	5.2111e-018	2.7275e-018	1.1448e-018
1.4464e+014	2.3454e-018	5.2016e-018	2.7273e-018	1.1432e-018
1.4465e+014	2.3450e-018	5.1891e-018	2.7256e-018	1.1403e-018
1.4467e+014	2.3446e-018	5.1744e-018	2.7239e-018	1.1373e-018
1.4468e+014	2.3441e-018	5.1581e-018	2.7217e-018	1.1337e-018
1.4470e+014	2.3432e-018	5.1414e-018	2.7192e-018	1.1300e-018
1.4471e+014	2.3419e-018	5.1251e-018	2.7167e-018	1.1260e-018
1.4473e+014	2.3404e-018	5.1088e-018	2.7144e-018	1.1218e-018
1.4474e+014	2.3391e-018	5.0930e-018	2.7124e-018	1.1177e-018
1.4476e+014	2.3384e-018	5.0783e-018	2.7111e-018	1.1135e-018
1.4478e+014	2.3387e-018	5.0647e-018	2.7108e-018	1.1094e-018
1.4479e+014	2.3400e-018	5.0517e-018	2.7111e-018	1.1055e-018
1.4481e+014	2.3413e-018	5.0387e-018	2.7111e-018	1.1017e-018
1.4482e+014	2.3427e-018	5.0265e-018	2.7115e-018	1.0981e-018
1.4484e+014	2.3450e-018	5.0151e-018	2.7124e-018	1.0952e-018
1.4485e+014	2.3477e-018	5.0034e-018	2.7133e-018	1.0928e-018
1.4487e+014	2.3507e-018	4.9917e-018	2.7143e-018	1.0905e-018
1.4488e+014	2.3540e-018	4.9807e-018	2.7158e-018	1.0883e-018
1.4490e+014	2.3575e-018	4.9704e-018	2.7177e-018	1.0862e-018
1.4491e+014	2.3611e-018	4.9609e-018	2.7199e-018	1.0842e-018
1.4493e+014	2.3649e-018	4.9520e-018	2.7225e-018	1.0820e-018
1.4494e+014	2.3688e-018	4.9431e-018	2.7251e-018	1.0800e-018
1.4496e+014	2.3726e-018	4.9339e-018	2.7275e-018	1.0780e-018
1.4497e+014	2.3765e-018	4.9250e-018	2.7300e-018	1.0761e-018
1.4499e+014	2.3805e-018	4.9167e-018	2.7327e-018	1.0744e-018
1.4500e+014	2.3850e-018	4.9094e-018	2.7358e-018	1.0732e-018
1.4502e+014	2.3900e-018	4.9031e-018	2.7395e-018	1.0723e-018
1.4503e+014	2.3948e-018	4.8977e-018	2.7433e-018	1.0716e-018
1.4505e+014	2.3997e-018	4.8935e-018	2.7474e-018	1.0711e-018
1.4507e+014	2.4057e-018	4.8914e-018	2.7529e-018	1.0708e-018
1.4508e+014	2.4126e-018	4.8923e-018	2.7599e-018	1.0708e-018
1.4510e+014	2.4202e-018	4.8964e-018	2.7681e-018	1.0712e-018
1.4511e+014	2.4280e-018	4.9012e-018	2.7768e-018	1.0714e-018
1.4513e+014	2.4349e-018	4.9041e-018	2.7843e-018	1.0712e-018
1.4514e+014	2.4403e-018	4.9040e-018	2.7891e-018	1.0709e-018
1.4516e+014	2.4451e-018	4.9006e-018	2.7920e-018	1.0698e-018
1.4517e+014	2.4498e-018	4.8946e-018	2.7940e-018	1.0684e-018
1.4519e+014	2.4545e-018	4.8878e-018	2.7958e-018	1.0670e-018
1.4520e+014	2.4594e-018	4.8812e-018	2.7978e-018	1.0656e-018
1.4522e+014	2.4645e-018	4.8748e-018	2.7999e-018	1.0644e-018
1.4523e+014	2.4697e-018	4.8685e-018	2.8019e-018	1.0633e-018
1.4525e+014	2.4750e-018	4.8629e-018	2.8042e-018	1.0625e-018
1.4526e+014	2.4805e-018	4.8582e-018	2.8065e-018	1.0620e-018
1.4528e+014	2.4858e-018	4.8538e-018	2.8091e-018	1.0615e-018
1.4529e+014	2.4909e-018	4.8499e-018	2.8119e-018	1.0610e-018
1.4531e+014	2.4952e-018	4.8462e-018	2.8144e-018	1.0604e-018
1.4532e+014	2.4982e-018	4.8410e-018	2.8154e-018	1.0598e-018
1.4534e+014	2.5010e-018	4.8343e-018	2.8157e-018	1.0593e-018
1.4536e+014	2.5049e-018	4.8278e-018	2.8168e-018	1.0591e-018
1.4537e+014	2.5093e-018	4.8217e-018	2.8183e-018	1.0589e-018
1.4539e+014	2.5135e-018	4.8159e-018	2.8197e-018	1.0587e-018
1.4540e+014	2.5176e-018	4.8106e-018	2.8208e-018	1.0587e-018
1.4542e+014	2.5211e-018	4.8051e-018	2.8214e-018	1.0584e-018
1.4543e+014	2.5240e-018	4.8000e-018	2.8219e-018	1.0574e-018
1.4545e+014	2.5269e-018	4.7957e-018	2.8229e-018	1.0564e-018
1.4546e+014	2.5297e-018	4.7913e-018	2.8236e-018	1.0554e-018
1.4548e+014	2.5323e-018	4.7870e-018	2.8243e-018	1.0541e-018
1.4549e+014	2.5348e-018	4.7833e-018	2.8250e-018	1.0528e-018
1.4551e+014	2.5371e-018	4.7782e-018	2.8248e-018	1.0517e-018
1.4552e+014	2.5388e-018	4.7710e-018	2.8236e-018	1.0500e-018
1.4554e+014	2.5400e-018	4.7634e-018	2.8223e-018	1.0478e-018
