f[Hz]	Si_D(f)	Si_G(f)	Si_G-D(f).re	Si_G-D(f).im
1.9806e+013	1.3166e-017	1.8122e-017	1.0601e-017	6.0879e-018
1.9821e+013	1.3156e-017	1.8150e-017	1.0617e-017	6.0964e-018
1.9836e+013	1.3147e-017	1.8179e-017	1.0634e-017	6.1055e-018
1.9852e+013	1.3137e-017	1.8208e-017	1.0652e-017	6.1141e-018
1.9867e+013	1.3131e-017	1.8240e-017	1.0669e-017	6.1230e-018
1.9882e+013	1.3127e-017	1.8275e-017	1.0688e-017	6.1323e-018
1.9897e+013	1.3124e-017	1.8310e-017	1.0708e-017	6.1409e-018
1.9913e+013	1.3120e-017	1.8343e-017	1.0727e-017	6.1484e-018
1.9928e+013	1.3115e-017	1.8378e-017	1.0747e-017	6.1559e-018
1.9943e+013	1.3111e-017	1.8411e-017	1.0767e-017	6.1635e-018
1.9958e+013	1.3106e-017	1.8438e-017	1.0785e-017	6.1703e-018
1.9974e+013	1.3103e-017	1.8461e-017	1.0802e-017	6.1764e-018
1.9989e+013	1.3101e-017	1.8480e-017	1.0819e-017	6.1816e-018
2.0004e+013	1.3101e-017	1.8492e-017	1.0835e-017	6.1839e-018
2.0020e+013	1.3098e-017	1.8494e-017	1.0845e-017	6.1830e-018
2.0035e+013	1.3093e-017	1.8489e-017	1.0849e-017	6.1812e-018
2.0050e+013	1.3087e-017	1.8483e-017	1.0852e-017	6.1801e-018
2.0065e+013	1.3083e-017	1.8476e-017	1.0854e-017	6.1804e-018
2.0081e+013	1.3079e-017	1.8463e-017	1.0854e-017	6.1817e-018
2.0096e+013	1.3076e-017	1.8440e-017	1.0851e-017	6.1834e-018
2.0111e+013	1.3074e-017	1.8413e-017	1.0848e-017	6.1847e-018
2.0126e+013	1.3069e-017	1.8386e-017	1.0843e-017	6.1854e-018
2.0142e+013	1.3059e-017	1.8357e-017	1.0833e-017	6.1868e-018
2.0157e+013	1.3050e-017	1.8331e-017	1.0825e-017	6.1895e-018
2.0172e+013	1.3047e-017	1.8307e-017	1.0818e-017	6.1958e-018
2.0187e+013	1.3041e-017	1.8284e-017	1.0809e-017	6.2030e-018
2.0203e+013	1.3028e-017	1.8255e-017	1.0794e-017	6.2067e-018
2.0218e+013	1.3014e-017	1.8221e-017	1.0775e-017	6.2096e-018
2.0233e+013	1.3000e-017	1.8187e-017	1.0757e-017	6.2116e-018
2.0248e+013	1.2985e-017	1.8156e-017	1.0738e-017	6.2138e-018
2.0264e+013	1.2970e-017	1.8124e-017	1.0718e-017	6.2168e-018
2.0279e+013	1.2956e-017	1.8089e-017	1.0699e-017	6.2181e-018
2.0294e+013	1.2941e-017	1.8047e-017	1.0676e-017	6.2158e-018
2.0309e+013	1.2926e-017	1.8000e-017	1.0648e-017	6.2128e-018
2.0325e+013	1.2910e-017	1.7954e-017	1.0619e-017	6.2100e-018
2.0340e+013	1.2895e-017	1.7907e-017	1.0591e-017	6.2062e-018
2.0355e+013	1.2881e-017	1.7861e-017	1.0565e-017	6.2031e-018
2.0370e+013	1.2864e-017	1.7821e-017	1.0538e-017	6.2019e-018
2.0386e+013	1.2841e-017	1.7782e-017	1.0506e-017	6.2001e-018
2.0401e+013	1.2816e-017	1.7741e-017	1.0472e-017	6.1971e-018
2.0416e+013	1.2791e-017	1.7700e-017	1.0439e-017	6.1930e-018
2.0432e+013	1.2764e-017	1.7656e-017	1.0405e-017	6.1859e-018
2.0447e+013	1.2735e-017	1.7610e-017	1.0370e-017	6.1770e-018
2.0462e+013	1.2707e-017	1.7563e-017	1.0333e-017	6.1692e-018
2.0477e+013	1.2678e-017	1.7514e-017	1.0296e-017	6.1596e-018
2.0493e+013	1.2650e-017	1.7466e-017	1.0259e-017	6.1500e-018
2.0508e+013	1.2626e-017	1.7414e-017	1.0221e-017	6.1408e-018
2.0523e+013	1.2604e-017	1.7352e-017	1.0178e-017	6.1312e-018
2.0538e+013	1.2580e-017	1.7286e-017	1.0132e-017	6.1205e-018
2.0554e+013	1.2556e-017	1.7219e-017	1.0089e-017	6.1070e-018
2.0569e+013	1.2532e-017	1.7150e-017	1.0046e-017	6.0920e-018
2.0584e+013	1.2508e-017	1.7080e-017	1.0002e-017	6.0761e-018
2.0599e+013	1.2481e-017	1.7013e-017	9.9594e-018	6.0598e-018
2.0615e+013	1.2450e-017	1.6947e-017	9.9170e-018	6.0415e-018
2.0630e+013	1.2416e-017	1.6879e-017	9.8719e-018	6.0213e-018
2.0645e+013	1.2376e-017	1.6806e-017	9.8206e-018	6.0007e-018
2.0660e+013	1.2333e-017	1.6729e-017	9.7665e-018	5.9777e-018
2.0676e+013	1.2290e-017	1.6653e-017	9.7127e-018	5.9547e-018
2.0691e+013	1.2249e-017	1.6579e-017	9.6606e-018	5.9322e-018
2.0706e+013	1.2208e-017	1.6509e-017	9.6115e-018	5.9100e-018
2.0721e+013	1.2168e-017	1.6444e-017	9.5635e-018	5.8891e-018
2.0737e+013	1.2129e-017	1.6380e-017	9.5154e-018	5.8683e-018
2.0752e+013	1.2089e-017	1.6319e-017	9.4681e-018	5.8471e-018
2.0767e+013	1.2048e-017	1.6260e-017	9.4199e-018	5.8259e-018
2.0782e+013	1.2007e-017	1.6201e-017	9.3722e-018	5.8043e-018
2.0798e+013	1.1971e-017	1.6140e-017	9.3251e-018	5.7833e-018
2.0813e+013	1.1936e-017	1.6071e-017	9.2761e-018	5.7630e-018
2.0828e+013	1.1903e-017	1.5992e-017	9.2244e-018	5.7421e-018
2.0844e+013	1.1871e-017	1.5909e-017	9.1727e-018	5.7196e-018
2.0859e+013	1.1838e-017	1.5826e-017	9.1202e-018	5.6983e-018
2.0874e+013	1.1804e-017	1.5739e-017	9.0640e-018	5.6776e-018
2.0889e+013	1.1769e-017	1.5652e-017	9.0063e-018	5.6578e-018
2.0905e+013	1.1735e-017	1.5567e-017	8.9509e-018	5.6390e-018
2.0920e+013	1.1703e-017	1.5486e-017	8.8969e-018	5.6206e-018
2.0935e+013	1.1673e-017	1.5406e-017	8.8440e-018	5.6025e-018
2.0950e+013	1.1646e-017	1.5328e-017	8.7919e-018	5.5856e-018
2.0966e+013	1.1622e-017	1.5253e-017	8.7421e-018	5.5701e-018
2.0981e+013	1.1599e-017	1.5182e-017	8.6945e-018	5.5549e-018
2.0996e+013	1.1575e-017	1.5109e-017	8.6462e-018	5.5401e-018
2.1011e+013	1.1553e-017	1.5033e-017	8.5982e-018	5.5252e-018
2.1027e+013	1.1531e-017	1.4951e-017	8.5497e-018	5.5084e-018
2.1042e+013	1.1508e-017	1.4868e-017	8.5017e-018	5.4896e-018
2.1057e+013	1.1489e-017	1.4785e-017	8.4572e-018	5.4705e-018
2.1072e+013	1.1473e-017	1.4703e-017	8.4140e-018	5.4522e-018
2.1088e+013	1.1454e-017	1.4618e-017	8.3684e-018	5.4337e-018
2.1103e+013	1.1433e-017	1.4529e-017	8.3190e-018	5.4120e-018
2.1118e+013	1.1406e-017	1.4436e-017	8.2645e-018	5.3874e-018
2.1133e+013	1.1379e-017	1.4342e-017	8.2085e-018	5.3631e-018
2.1149e+013	1.1355e-017	1.4249e-017	8.1551e-018	5.3392e-018
2.1164e+013	1.1333e-017	1.4157e-017	8.1047e-018	5.3122e-018
2.1179e+013	1.1314e-017	1.4070e-017	8.0588e-018	5.2851e-018
2.1194e+013	1.1300e-017	1.3991e-017	8.0174e-018	5.2598e-018
2.1210e+013	1.1288e-017	1.3910e-017	7.9777e-018	5.2337e-018
2.1225e+013	1.1277e-017	1.3827e-017	7.9388e-018	5.2069e-018
2.1240e+013	1.1266e-017	1.3743e-017	7.9004e-018	5.1793e-018
2.1255e+013	1.1254e-017	1.3665e-017	7.8633e-018	5.1520e-018
2.1271e+013	1.1243e-017	1.3595e-017	7.8296e-018	5.1278e-018
2.1286e+013	1.1230e-017	1.3531e-017	7.7950e-018	5.1056e-018
2.1301e+013	1.1209e-017	1.3464e-017	7.7551e-018	5.0828e-018
2.1317e+013	1.1185e-017	1.3394e-017	7.7109e-018	5.0598e-018
2.1332e+013	1.1158e-017	1.3324e-017	7.6658e-018	5.0355e-018
2.1347e+013	1.1125e-017	1.3254e-017	7.6183e-018	5.0113e-018
2.1362e+013	1.1089e-017	1.3182e-017	7.5684e-018	4.9861e-018
2.1378e+013	1.1052e-017	1.3111e-017	7.5184e-018	4.9601e-018
2.1393e+013	1.1009e-017	1.3040e-017	7.4676e-018	4.9337e-018
2.1408e+013	1.0962e-017	1.2969e-017	7.4149e-018	4.9074e-018
2.1423e+013	1.0915e-017	1.2900e-017	7.3632e-018	4.8819e-018
2.1439e+013	1.0872e-017	1.2836e-017	7.3143e-018	4.8591e-018
2.1454e+013	1.0830e-017	1.2774e-017	7.2668e-018	4.8378e-018
2.1469e+013	1.0788e-017	1.2715e-017	7.2198e-018	4.8168e-018
2.1484e+013	1.0747e-017	1.2658e-017	7.1739e-018	4.7962e-018
2.1500e+013	1.0707e-017	1.2602e-017	7.1287e-018	4.7756e-018
2.1515e+013	1.0667e-017	1.2550e-017	7.0843e-018	4.7567e-018
2.1530e+013	1.0626e-017	1.2507e-017	7.0428e-018	4.7408e-018
2.1545e+013	1.0583e-017	1.2474e-017	7.0056e-018	4.7266e-018
2.1561e+013	1.0540e-017	1.2446e-017	6.9720e-018	4.7133e-018
2.1576e+013	1.0500e-017	1.2419e-017	6.9402e-018	4.7002e-018
2.1591e+013	1.0461e-017	1.2394e-017	6.9104e-018	4.6867e-018
2.1606e+013	1.0422e-017	1.2373e-017	6.8824e-018	4.6733e-018
2.1622e+013	1.0380e-017	1.2356e-017	6.8535e-018	4.6604e-018
2.1637e+013	1.0338e-017	1.2340e-017	6.8239e-018	4.6475e-018
2.1652e+013	1.0299e-017	1.2328e-017	6.7977e-018	4.6364e-018
2.1667e+013	1.0263e-017	1.2317e-017	6.7741e-018	4.6254e-018
2.1683e+013	1.0226e-017	1.2303e-017	6.7480e-018	4.6119e-018
2.1698e+013	1.0186e-017	1.2286e-017	6.7203e-018	4.5965e-018
2.1713e+013	1.0148e-017	1.2273e-017	6.6949e-018	4.5819e-018
2.1729e+013	1.0114e-017	1.2263e-017	6.6732e-018	4.5689e-018
2.1744e+013	1.0081e-017	1.2254e-017	6.6532e-018	4.5559e-018
2.1759e+013	1.0050e-017	1.2241e-017	6.6336e-018	4.5441e-018
2.1774e+013	1.0020e-017	1.2224e-017	6.6131e-018	4.5320e-018
2.1790e+013	9.9884e-018	1.2209e-017	6.5932e-018	4.5186e-018
2.1805e+013	9.9562e-018	1.2198e-017	6.5739e-018	4.5070e-018
2.1820e+013	9.9269e-018	1.2193e-017	6.5576e-018	4.4984e-018
2.1835e+013	9.8994e-018	1.2189e-017	6.5434e-018	4.4914e-018
2.1851e+013	9.8728e-018	1.2183e-017	6.5294e-018	4.4847e-018
2.1866e+013	9.8460e-018	1.2178e-017	6.5157e-018	4.4789e-018
2.1881e+013	9.8174e-018	1.2172e-017	6.5011e-018	4.4723e-018
2.1896e+013	9.7895e-018	1.2164e-017	6.4858e-018	4.4641e-018
2.1912e+013	9.7650e-018	1.2158e-017	6.4728e-018	4.4568e-018
2.1927e+013	9.7427e-018	1.2155e-017	6.4618e-018	4.4502e-018
2.1942e+013	9.7210e-018	1.2152e-017	6.4506e-018	4.4442e-018
2.1957e+013	9.7010e-018	1.2153e-017	6.4400e-018	4.4404e-018
2.1973e+013	9.6812e-018	1.2157e-017	6.4297e-018	4.4374e-018
2.1988e+013	9.6579e-018	1.2162e-017	6.4208e-018	4.4332e-018
2.2003e+013	9.6338e-018	1.2169e-017	6.4122e-018	4.4301e-018
2.2018e+013	9.6121e-018	1.2176e-017	6.4051e-018	4.4272e-018
2.2034e+013	9.5856e-018	1.2185e-017	6.3991e-018	4.4232e-018
2.2049e+013	9.5528e-018	1.2199e-017	6.3944e-018	4.4198e-018
2.2064e+013	9.5205e-018	1.2216e-017	6.3912e-018	4.4165e-018
2.2079e+013	9.4890e-018	1.2233e-017	6.3870e-018	4.4149e-018
2.2095e+013	9.4562e-018	1.2253e-017	6.3839e-018	4.4144e-018
2.2110e+013	9.4250e-018	1.2277e-017	6.3823e-018	4.4156e-018
2.2125e+013	9.3956e-018	1.2301e-017	6.3805e-018	4.4181e-018
2.2141e+013	9.3678e-018	1.2327e-017	6.3788e-018	4.4224e-018
2.2156e+013	9.3434e-018	1.2355e-017	6.3795e-018	4.4285e-018
2.2171e+013	9.3227e-018	1.2385e-017	6.3835e-018	4.4343e-018
2.2186e+013	9.3046e-018	1.2417e-017	6.3892e-018	4.4418e-018
2.2202e+013	9.2866e-018	1.2450e-017	6.3951e-018	4.4498e-018
2.2217e+013	9.2700e-018	1.2484e-017	6.4026e-018	4.4573e-018
2.2232e+013	9.2579e-018	1.2518e-017	6.4120e-018	4.4649e-018
2.2247e+013	9.2483e-018	1.2553e-017	6.4229e-018	4.4718e-018
2.2263e+013	9.2374e-018	1.2587e-017	6.4343e-018	4.4770e-018
2.2278e+013	9.2266e-018	1.2621e-017	6.4461e-018	4.4822e-018
2.2293e+013	9.2171e-018	1.2656e-017	6.4588e-018	4.4888e-018
2.2308e+013	9.2078e-018	1.2692e-017	6.4712e-018	4.4960e-018
2.2324e+013	9.1977e-018	1.2727e-017	6.4825e-018	4.5028e-018
2.2339e+013	9.1874e-018	1.2764e-017	6.4945e-018	4.5085e-018
2.2354e+013	9.1776e-018	1.2806e-017	6.5079e-018	4.5147e-018
2.2369e+013	9.1685e-018	1.2848e-017	6.5217e-018	4.5214e-018
2.2385e+013	9.1617e-018	1.2892e-017	6.5366e-018	4.5292e-018
2.2400e+013	9.1583e-018	1.2939e-017	6.5553e-018	4.5383e-018
2.2415e+013	9.1556e-018	1.2988e-017	6.5747e-018	4.5470e-018
2.2430e+013	9.1502e-018	1.3032e-017	6.5908e-018	4.5549e-018
2.2446e+013	9.1405e-018	1.3077e-017	6.6044e-018	4.5617e-018
2.2461e+013	9.1278e-018	1.3124e-017	6.6182e-018	4.5683e-018
2.2476e+013	9.1150e-018	1.3168e-017	6.6310e-018	4.5750e-018
2.2491e+013	9.1026e-018	1.3208e-017	6.6435e-018	4.5816e-018
2.2507e+013	9.0898e-018	1.3245e-017	6.6540e-018	4.5883e-018
2.2522e+013	9.0778e-018	1.3282e-017	6.6649e-018	4.5947e-018
2.2537e+013	9.0676e-018	1.3320e-017	6.6765e-018	4.6013e-018
2.2552e+013	9.0591e-018	1.3360e-017	6.6887e-018	4.6093e-018
2.2568e+013	9.0521e-018	1.3399e-017	6.6998e-018	4.6187e-018
2.2583e+013	9.0452e-018	1.3431e-017	6.7080e-018	4.6287e-018
2.2598e+013	9.0390e-018	1.3459e-017	6.7148e-018	4.6384e-018
2.2614e+013	9.0349e-018	1.3488e-017	6.7228e-018	4.6490e-018
2.2629e+013	9.0337e-018	1.3520e-017	6.7333e-018	4.6610e-018
2.2644e+013	9.0365e-018	1.3552e-017	6.7472e-018	4.6747e-018
2.2659e+013	9.0415e-018	1.3582e-017	6.7629e-018	4.6883e-018
2.2675e+013	9.0459e-018	1.3612e-017	6.7782e-018	4.7016e-018
2.2690e+013	9.0482e-018	1.3644e-017	6.7924e-018	4.7163e-018
2.2705e+013	9.0434e-018	1.3673e-017	6.8005e-018	4.7315e-018
2.2720e+013	9.0288e-018	1.3697e-017	6.8003e-018	4.7448e-018
2.2736e+013	9.0094e-018	1.3721e-017	6.7970e-018	4.7574e-018
2.2751e+013	8.9884e-018	1.3746e-017	6.7928e-018	4.7706e-018
2.2766e+013	8.9662e-018	1.3771e-017	6.7872e-018	4.7841e-018
2.2781e+013	8.9441e-018	1.3790e-017	6.7789e-018	4.7981e-018
2.2797e+013	8.9219e-018	1.3799e-017	6.7675e-018	4.8103e-018
2.2812e+013	8.9010e-018	1.3802e-017	6.7571e-018	4.8205e-018
2.2827e+013	8.8838e-018	1.3806e-017	6.7492e-018	4.8309e-018
2.2842e+013	8.8689e-018	1.3810e-017	6.7441e-018	4.8407e-018
2.2858e+013	8.8553e-018	1.3813e-017	6.7388e-018	4.8515e-018
2.2873e+013	8.8448e-018	1.3818e-017	6.7351e-018	4.8625e-018
2.2888e+013	8.8362e-018	1.3823e-017	6.7326e-018	4.8738e-018
2.2903e+013	8.8269e-018	1.3826e-017	6.7285e-018	4.8847e-018
2.2919e+013	8.8184e-018	1.3829e-017	6.7242e-018	4.8955e-018
2.2934e+013	8.8115e-018	1.3832e-017	6.7204e-018	4.9063e-018
2.2949e+013	8.8018e-018	1.3831e-017	6.7134e-018	4.9160e-018
2.2964e+013	8.7866e-018	1.3825e-017	6.7010e-018	4.9223e-018
2.2980e+013	8.7689e-018	1.3815e-017	6.6859e-018	4.9261e-018
2.2995e+013	8.7507e-018	1.3803e-017	6.6697e-018	4.9295e-018
2.3010e+013	8.7321e-018	1.3791e-017	6.6526e-018	4.9329e-018
2.3026e+013	8.7135e-018	1.3779e-017	6.6358e-018	4.9367e-018
2.3041e+013	8.6944e-018	1.3765e-017	6.6186e-018	4.9387e-018
2.3056e+013	8.6763e-018	1.3743e-017	6.5997e-018	4.9378e-018
2.3071e+013	8.6614e-018	1.3715e-017	6.5801e-018	4.9365e-018
2.3087e+013	8.6478e-018	1.3685e-017	6.5596e-018	4.9353e-018
2.3102e+013	8.6337e-018	1.3656e-017	6.5392e-018	4.9339e-018
2.3117e+013	8.6207e-018	1.3627e-017	6.5191e-018	4.9335e-018
2.3132e+013	8.6096e-018	1.3599e-017	6.4995e-018	4.9341e-018
2.3148e+013	8.5993e-018	1.3573e-017	6.4814e-018	4.9342e-018
2.3163e+013	8.5883e-018	1.3545e-017	6.4625e-018	4.9334e-018
2.3178e+013	8.5745e-018	1.3512e-017	6.4409e-018	4.9297e-018
2.3193e+013	8.5583e-018	1.3479e-017	6.4190e-018	4.9243e-018
2.3209e+013	8.5425e-018	1.3450e-017	6.3989e-018	4.9205e-018
2.3224e+013	8.5278e-018	1.3419e-017	6.3791e-018	4.9174e-018
2.3239e+013	8.5131e-018	1.3385e-017	6.3587e-018	4.9138e-018
2.3254e+013	8.4989e-018	1.3351e-017	6.3382e-018	4.9104e-018
2.3270e+013	8.4850e-018	1.3318e-017	6.3180e-018	4.9076e-018
2.3285e+013	8.4686e-018	1.3288e-017	6.2973e-018	4.9031e-018
2.3300e+013	8.4509e-018	1.3258e-017	6.2775e-018	4.8973e-018
2.3315e+013	8.4367e-018	1.3226e-017	6.2583e-018	4.8917e-018
2.3331e+013	8.4268e-018	1.3189e-017	6.2399e-018	4.8846e-018
2.3346e+013	8.4207e-018	1.3144e-017	6.2223e-018	4.8745e-018
2.3361e+013	8.4187e-018	1.3098e-017	6.2069e-018	4.8638e-018
2.3376e+013	8.4186e-018	1.3054e-017	6.1934e-018	4.8533e-018
2.3392e+013	8.4193e-018	1.3010e-017	6.1801e-018	4.8427e-018
2.3407e+013	8.4214e-018	1.2965e-017	6.1670e-018	4.8331e-018
2.3422e+013	8.4242e-018	1.2924e-017	6.1547e-018	4.8242e-018
2.3438e+013	8.4264e-018	1.2884e-017	6.1430e-018	4.8146e-018
2.3453e+013	8.4263e-018	1.2843e-017	6.1301e-018	4.8051e-018
2.3468e+013	8.4244e-018	1.2804e-017	6.1175e-018	4.7955e-018
2.3483e+013	8.4221e-018	1.2761e-017	6.1048e-018	4.7845e-018
2.3499e+013	8.4209e-018	1.2715e-017	6.0923e-018	4.7740e-018
2.3514e+013	8.4216e-018	1.2668e-017	6.0796e-018	4.7637e-018
2.3529e+013	8.4208e-018	1.2621e-017	6.0660e-018	4.7532e-018
2.3544e+013	8.4169e-018	1.2576e-017	6.0514e-018	4.7428e-018
2.3560e+013	8.4175e-018	1.2537e-017	6.0395e-018	4.7348e-018
2.3575e+013	8.4260e-018	1.2500e-017	6.0321e-018	4.7271e-018
2.3590e+013	8.4371e-018	1.2466e-017	6.0266e-018	4.7209e-018
2.3605e+013	8.4485e-018	1.2435e-017	6.0221e-018	4.7143e-018
2.3621e+013	8.4601e-018	1.2403e-017	6.0163e-018	4.7088e-018
2.3636e+013	8.4700e-018	1.2366e-017	6.0086e-018	4.7007e-018
2.3651e+013	8.4794e-018	1.2325e-017	6.0002e-018	4.6903e-018
2.3666e+013	8.4893e-018	1.2281e-017	5.9919e-018	4.6782e-018
2.3682e+013	8.4985e-018	1.2235e-017	5.9831e-018	4.6645e-018
2.3697e+013	8.5054e-018	1.2191e-017	5.9745e-018	4.6510e-018
2.3712e+013	8.5108e-018	1.2148e-017	5.9662e-018	4.6368e-018
2.3727e+013	8.5162e-018	1.2104e-017	5.9577e-018	4.6223e-018
2.3743e+013	8.5181e-018	1.2058e-017	5.9460e-018	4.6083e-018
2.3758e+013	8.5118e-018	1.2013e-017	5.9310e-018	4.5944e-018
2.3773e+013	8.5011e-018	1.1969e-017	5.9140e-018	4.5817e-018
2.3788e+013	8.4908e-018	1.1925e-017	5.8962e-018	4.5701e-018
2.3804e+013	8.4801e-018	1.1878e-017	5.8773e-018	4.5575e-018
2.3819e+013	8.4684e-018	1.1826e-017	5.8574e-018	4.5426e-018
2.3834e+013	8.4568e-018	1.1772e-017	5.8379e-018	4.5269e-018
2.3849e+013	8.4453e-018	1.1720e-017	5.8189e-018	4.5114e-018
2.3865e+013	8.4341e-018	1.1669e-017	5.8005e-018	4.4966e-018
2.3880e+013	8.4244e-018	1.1619e-017	5.7829e-018	4.4821e-018
2.3895e+013	8.4149e-018	1.1571e-017	5.7659e-018	4.4676e-018
2.3911e+013	8.4040e-018	1.1523e-017	5.7487e-018	4.4522e-018
2.3926e+013	8.3918e-018	1.1474e-017	5.7306e-018	4.4362e-018
2.3941e+013	8.3798e-018	1.1426e-017	5.7130e-018	4.4209e-018
2.3956e+013	8.3695e-018	1.1380e-017	5.6981e-018	4.4055e-018
2.3972e+013	8.3617e-018	1.1332e-017	5.6844e-018	4.3909e-018
2.3987e+013	8.3552e-018	1.1281e-017	5.6698e-018	4.3763e-018
2.4002e+013	8.3490e-018	1.1233e-017	5.6564e-018	4.3618e-018
2.4017e+013	8.3441e-018	1.1189e-017	5.6448e-018	4.3481e-018
2.4033e+013	8.3403e-018	1.1146e-017	5.6348e-018	4.3347e-018
2.4048e+013	8.3341e-018	1.1105e-017	5.6243e-018	4.3209e-018
2.4063e+013	8.3250e-018	1.1064e-017	5.6125e-018	4.3070e-018
2.4078e+013	8.3149e-018	1.1023e-017	5.6005e-018	4.2926e-018
2.4094e+013	8.3035e-018	1.0984e-017	5.5896e-018	4.2778e-018
2.4109e+013	8.2896e-018	1.0949e-017	5.5793e-018	4.2616e-018
2.4124e+013	8.2739e-018	1.0916e-017	5.5691e-018	4.2450e-018
2.4139e+013	8.2581e-018	1.0884e-017	5.5595e-018	4.2284e-018
2.4155e+013	8.2427e-018	1.0851e-017	5.5497e-018	4.2126e-018
2.4170e+013	8.2263e-018	1.0819e-017	5.5393e-018	4.1959e-018
2.4185e+013	8.2091e-018	1.0788e-017	5.5291e-018	4.1786e-018
2.4200e+013	8.1931e-018	1.0758e-017	5.5200e-018	4.1616e-018
2.4216e+013	8.1791e-018	1.0728e-017	5.5117e-018	4.1447e-018
2.4231e+013	8.1688e-018	1.0698e-017	5.5058e-018	4.1268e-018
2.4246e+013	8.1631e-018	1.0666e-017	5.5038e-018	4.1084e-018
2.4261e+013	8.1602e-018	1.0632e-017	5.5033e-018	4.0909e-018
2.4277e+013	8.1586e-018	1.0599e-017	5.5034e-018	4.0737e-018
2.4292e+013	8.1585e-018	1.0565e-017	5.5041e-018	4.0567e-018
2.4307e+013	8.1592e-018	1.0534e-017	5.5062e-018	4.0396e-018
2.4323e+013	8.1600e-018	1.0508e-017	5.5095e-018	4.0229e-018
2.4338e+013	8.1612e-018	1.0482e-017	5.5129e-018	4.0064e-018
2.4353e+013	8.1619e-018	1.0452e-017	5.5151e-018	3.9895e-018
2.4368e+013	8.1616e-018	1.0422e-017	5.5162e-018	3.9731e-018
2.4384e+013	8.1611e-018	1.0394e-017	5.5176e-018	3.9566e-018
2.4399e+013	8.1609e-018	1.0364e-017	5.5191e-018	3.9402e-018
2.4414e+013	8.1617e-018	1.0334e-017	5.5210e-018	3.9241e-018
2.4429e+013	8.1647e-018	1.0306e-017	5.5246e-018	3.9088e-018
2.4445e+013	8.1689e-018	1.0278e-017	5.5286e-018	3.8935e-018
2.4460e+013	8.1732e-018	1.0251e-017	5.5331e-018	3.8781e-018
2.4475e+013	8.1793e-018	1.0229e-017	5.5400e-018	3.8636e-018
2.4490e+013	8.1885e-018	1.0210e-017	5.5500e-018	3.8516e-018
2.4506e+013	8.1993e-018	1.0190e-017	5.5612e-018	3.8411e-018
2.4521e+013	8.2109e-018	1.0170e-017	5.5733e-018	3.8308e-018
2.4536e+013	8.2229e-018	1.0152e-017	5.5864e-018	3.8207e-018
2.4551e+013	8.2343e-018	1.0135e-017	5.5991e-018	3.8102e-018
2.4567e+013	8.2456e-018	1.0120e-017	5.6118e-018	3.8006e-018
2.4582e+013	8.2572e-018	1.0109e-017	5.6267e-018	3.7929e-018
2.4597e+013	8.2694e-018	1.0103e-017	5.6433e-018	3.7865e-018
2.4612e+013	8.2820e-018	1.0100e-017	5.6608e-018	3.7807e-018
2.4628e+013	8.2942e-018	1.0098e-017	5.6782e-018	3.7752e-018
2.4643e+013	8.3045e-018	1.0097e-017	5.6954e-018	3.7684e-018
2.4658e+013	8.3134e-018	1.0094e-017	5.7123e-018	3.7595e-018
2.4673e+013	8.3228e-018	1.0092e-017	5.7299e-018	3.7508e-018
2.4689e+013	8.3333e-018	1.0092e-017	5.7495e-018	3.7425e-018
2.4704e+013	8.3449e-018	1.0096e-017	5.7703e-018	3.7360e-018
2.4719e+013	8.3578e-018	1.0101e-017	5.7913e-018	3.7307e-018
2.4734e+013	8.3717e-018	1.0106e-017	5.8127e-018	3.7255e-018
2.4750e+013	8.3859e-018	1.0114e-017	5.8348e-018	3.7205e-018
2.4765e+013	8.4005e-018	1.0123e-017	5.8573e-018	3.7159e-018
2.4780e+013	8.4148e-018	1.0133e-017	5.8801e-018	3.7118e-018
2.4796e+013	8.4289e-018	1.0145e-017	5.9027e-018	3.7081e-018
2.4811e+013	8.4448e-018	1.0157e-017	5.9261e-018	3.7056e-018
2.4826e+013	8.4601e-018	1.0170e-017	5.9489e-018	3.7038e-018
2.4841e+013	8.4695e-018	1.0183e-017	5.9689e-018	3.7020e-018
2.4857e+013	8.4707e-018	1.0197e-017	5.9851e-018	3.7008e-018
2.4872e+013	8.4631e-018	1.0215e-017	5.9987e-018	3.7017e-018
2.4887e+013	8.4473e-018	1.0236e-017	6.0091e-018	3.7013e-018
2.4902e+013	8.4278e-018	1.0256e-017	6.0170e-018	3.6999e-018
2.4918e+013	8.4080e-018	1.0277e-017	6.0250e-018	3.6987e-018
2.4933e+013	8.3883e-018	1.0296e-017	6.0330e-018	3.6972e-018
2.4948e+013	8.3686e-018	1.0313e-017	6.0408e-018	3.6957e-018
2.4963e+013	8.3487e-018	1.0329e-017	6.0480e-018	3.6947e-018
2.4979e+013	8.3290e-018	1.0345e-017	6.0560e-018	3.6931e-018
2.4994e+013	8.3108e-018	1.0360e-017	6.0643e-018	3.6915e-018
2.5009e+013	8.2926e-018	1.0378e-017	6.0729e-018	3.6906e-018
2.5024e+013	8.2735e-018	1.0397e-017	6.0811e-018	3.6896e-018
2.5040e+013	8.2562e-018	1.0417e-017	6.0905e-018	3.6891e-018
2.5055e+013	8.2438e-018	1.0439e-017	6.1025e-018	3.6886e-018
2.5070e+013	8.2340e-018	1.0454e-017	6.1143e-018	3.6875e-018
2.5085e+013	8.2202e-018	1.0460e-017	6.1203e-018	3.6832e-018
2.5101e+013	8.1992e-018	1.0459e-017	6.1190e-018	3.6784e-018
