f[Hz]	Xd(f).re	Xd(f).im	Xg(f).re	Xg(f).im
5.0201e+012	-7.6686e-009	7.4254e-009	1.2364e-008	-5.4647e-009
5.0354e+012	2.0363e-009	-5.6918e-010	-3.0999e-010	-6.0327e-009
5.0507e+012	-7.2524e-009	3.3500e-009	4.7946e-009	-3.9440e-009
5.0659e+012	4.3261e-009	6.4796e-009	-5.0869e-009	-1.0363e-008
5.0812e+012	2.4245e-010	3.3352e-010	-7.1429e-009	1.4233e-009
5.0964e+012	5.4809e-009	3.9161e-009	-4.1532e-009	9.1507e-010
5.1117e+012	1.5570e-009	-4.1400e-009	-8.1655e-010	5.5484e-009
5.1270e+012	4.1053e-009	4.4750e-009	6.0415e-010	-3.2141e-009
5.1422e+012	8.7874e-009	-1.1511e-008	-8.8708e-009	5.1833e-009
5.1575e+012	-1.0720e-008	-9.7854e-009	4.7452e-009	1.2866e-008
5.1727e+012	-9.2577e-009	3.5533e-009	1.4859e-008	1.4023e-009
5.1880e+012	-1.2504e-009	7.4035e-009	5.2523e-009	-1.3928e-008
5.2032e+012	2.1344e-009	-1.1322e-009	-7.4310e-009	-1.6090e-009
5.2185e+012	-6.0435e-009	5.6807e-009	4.7110e-009	-3.7871e-009
5.2338e+012	9.7630e-009	6.1919e-009	-1.1794e-008	-5.0695e-009
5.2490e+012	1.5946e-009	-4.8781e-009	1.0276e-009	8.2448e-009
5.2643e+012	5.0744e-009	8.2375e-010	-4.4141e-009	-4.5880e-009
5.2795e+012	-2.7661e-009	-9.4517e-009	8.7521e-010	1.2641e-008
5.2948e+012	-3.0784e-009	7.5142e-009	6.2252e-009	-9.9028e-009
5.3101e+012	6.6689e-009	-6.6772e-009	-1.1635e-008	8.8641e-009
5.3253e+012	-8.1365e-009	-1.3509e-009	1.6285e-008	4.2925e-009
5.3406e+012	5.1140e-010	-4.7440e-010	-1.9358e-009	-8.2835e-009
5.3558e+012	-8.7648e-009	5.0164e-009	5.2442e-009	-1.9515e-009
5.3711e+012	1.2166e-008	7.0077e-009	-1.1873e-008	-8.9988e-009
5.3864e+012	-2.2113e-009	-1.2873e-008	-4.2189e-010	1.5919e-008
5.4016e+012	-7.2343e-009	8.0850e-009	9.6491e-009	-8.6976e-009
5.4169e+012	5.3951e-009	2.7650e-009	-7.8699e-009	-1.0797e-009
5.4321e+012	3.8142e-009	1.7707e-012	5.8484e-010	3.0405e-011
5.4474e+012	8.7611e-011	-6.0229e-009	-4.1858e-009	3.3485e-009
5.4626e+012	-3.3031e-009	4.8948e-009	4.2703e-009	4.3315e-010
5.4779e+012	7.9631e-009	-2.8830e-009	-5.5653e-009	1.2741e-009
5.4932e+012	-5.2306e-009	-5.2494e-009	7.3520e-009	7.0428e-009
5.5084e+012	-1.8861e-010	9.1367e-010	3.9805e-009	-7.4360e-009
5.5237e+012	-3.9972e-009	-2.4588e-009	-3.0444e-009	-2.6876e-010
5.5389e+012	-2.9111e-009	2.2981e-009	2.8832e-009	6.8533e-010
5.5542e+012	-4.8831e-009	4.2300e-009	2.6578e-009	-6.8248e-009
5.5695e+012	6.2790e-009	9.4177e-009	-1.0408e-008	-4.7979e-009
5.5847e+012	6.0491e-009	-5.6311e-009	-3.0248e-009	9.6823e-009
5.6000e+012	-1.4941e-009	2.1352e-009	3.8320e-009	-1.5871e-009
5.6152e+012	8.4555e-009	-1.7743e-009	-5.5567e-009	1.8956e-009
5.6305e+012	4.9842e-012	-9.9345e-009	1.7853e-009	7.8126e-009
5.6458e+012	-8.1332e-009	-4.9923e-009	9.1686e-009	3.3605e-009
5.6610e+012	-7.3505e-009	4.9834e-009	7.4393e-009	-8.7742e-009
5.6763e+012	9.9658e-010	4.4595e-009	-4.6670e-009	-6.6527e-009
5.6915e+012	-3.2548e-010	2.6515e-009	-3.2261e-009	-1.8909e-009
5.7068e+012	3.4649e-009	2.3698e-009	-5.7879e-009	1.2596e-009
5.7220e+012	9.0229e-010	-7.0237e-010	1.6188e-009	3.6072e-009
5.7373e+012	2.6555e-009	1.6839e-009	-1.9459e-009	-2.5091e-009
5.7526e+012	3.6835e-009	-3.0668e-009	-2.9807e-009	5.1792e-009
5.7678e+012	-8.5346e-010	-4.9621e-009	3.9531e-009	3.1902e-009
5.7831e+012	-4.8449e-009	-4.9329e-010	2.0770e-009	-8.8605e-010
5.7983e+012	7.2293e-010	1.9607e-009	1.4060e-009	1.9978e-009
5.8136e+012	-2.9661e-009	-2.2948e-009	7.5098e-009	-3.3195e-009
5.8289e+012	-1.7398e-009	6.2811e-009	-5.5593e-009	-9.4341e-009
5.8441e+012	5.1551e-009	8.1903e-011	-4.8744e-009	6.1597e-009
5.8594e+012	1.7176e-010	-1.2183e-009	2.9063e-009	-2.3572e-009
5.8746e+012	1.3745e-009	-2.2362e-009	-5.3793e-009	2.2985e-009
5.8899e+012	-3.4305e-009	-1.1304e-009	4.5088e-009	2.2877e-009
5.9052e+012	-4.8437e-010	2.0033e-009	-1.8464e-009	-1.7506e-009
5.9204e+012	-2.4736e-010	1.5584e-009	2.3876e-009	1.6704e-009
5.9357e+012	2.8007e-009	8.2328e-010	-2.0168e-009	-3.5379e-009
5.9509e+012	2.1402e-010	-1.4535e-009	-2.1191e-009	4.2025e-009
5.9662e+012	1.9365e-009	-8.2596e-010	2.4409e-009	2.0091e-009
5.9814e+012	-2.9376e-009	-3.8057e-009	4.6010e-009	8.4625e-010
5.9967e+012	-2.4041e-009	4.0253e-009	2.5265e-009	-6.8763e-009
6.0120e+012	2.6121e-009	2.0442e-010	-5.8594e-009	-2.5163e-009
6.0272e+012	4.5886e-010	-7.7376e-010	-2.3543e-009	2.6168e-009
6.0425e+012	-1.2833e-009	-2.8797e-009	2.4257e-010	2.1561e-009
6.0577e+012	-4.4117e-009	3.4095e-009	1.0783e-009	6.0118e-010
6.0730e+012	3.5952e-009	3.5487e-009	1.8985e-009	1.6808e-010
6.0883e+012	1.8654e-009	-2.8824e-010	-2.8073e-010	-4.4750e-009
6.1035e+012	3.7595e-009	-1.0423e-009	-6.3224e-009	2.2580e-009
6.1188e+012	-3.1153e-010	-4.8072e-009	2.8789e-009	5.4520e-009
6.1340e+012	-2.4135e-009	-1.8600e-009	2.6826e-009	-2.0233e-010
6.1493e+012	-4.7084e-009	-7.8032e-010	3.7751e-009	-2.7824e-010
6.1646e+012	-2.6564e-009	5.6020e-009	1.0568e-009	-5.3170e-009
6.1798e+012	3.4615e-009	3.3612e-009	-3.4520e-009	-2.1934e-009
6.1951e+012	3.6025e-009	-2.5935e-010	-3.1960e-009	6.7749e-010
6.2103e+012	1.3640e-009	-3.0509e-009	-5.8937e-010	2.9175e-009
6.2256e+012	-1.3651e-009	-8.2783e-010	1.2841e-009	4.3158e-010
6.2408e+012	7.5941e-010	-3.8455e-010	-1.4789e-010	-1.2825e-010
6.2561e+012	-7.6416e-010	-2.6051e-009	-5.8647e-010	1.3372e-009
6.2714e+012	-4.4899e-009	9.9006e-011	3.5123e-009	9.9369e-010
6.2866e+012	1.7622e-010	5.4821e-009	-8.8653e-010	-5.2490e-009
6.3019e+012	4.1767e-009	-1.6413e-009	-4.5018e-009	4.0944e-009
6.3171e+012	-2.9366e-009	-8.9063e-010	4.9900e-009	1.8475e-009
6.3324e+012	1.6185e-009	2.5261e-009	5.7470e-010	-2.0061e-009
6.3477e+012	1.2134e-009	-9.0419e-010	1.8530e-009	-2.5441e-009
6.3629e+012	2.0873e-009	-1.0622e-009	-5.3446e-009	-2.5204e-009
6.3782e+012	-2.3713e-009	-3.8901e-009	1.7990e-010	5.1054e-009
6.3934e+012	-2.6006e-009	3.0806e-009	1.4953e-009	-2.6591e-009
6.4087e+012	1.5721e-009	6.0505e-011	-2.2191e-009	1.7812e-009
6.4240e+012	-5.5319e-010	9.7511e-010	1.5428e-009	-1.5913e-010
6.4392e+012	1.8951e-009	-1.4452e-009	-1.9492e-009	1.3889e-009
6.4545e+012	-3.6615e-009	-2.3613e-010	3.8751e-009	2.2704e-009
6.4697e+012	2.2498e-009	3.5400e-009	1.8149e-009	-4.1976e-009
6.4850e+012	1.0058e-009	-3.2672e-009	-2.8565e-009	-8.1555e-010
6.5002e+012	-2.3218e-009	1.8564e-009	1.0776e-009	6.2188e-010
6.5155e+012	2.9844e-009	6.7509e-010	-2.2589e-009	-3.0728e-009
6.5308e+012	-3.6255e-010	-1.8615e-009	-3.1968e-009	4.7778e-009
6.5460e+012	5.0861e-010	5.5435e-010	4.9283e-009	7.6119e-010
6.5613e+012	4.9787e-010	-2.4937e-009	-2.2605e-009	-1.9483e-009
6.5765e+012	-2.9354e-009	-8.5670e-010	2.0860e-009	3.3562e-009
6.5918e+012	-1.7968e-009	2.0225e-009	2.3434e-009	-4.2016e-009
6.6071e+012	1.1840e-009	2.7729e-009	-3.7946e-009	-1.0621e-009
6.6223e+012	2.8851e-009	-1.7007e-009	-6.5397e-010	2.8486e-009
6.6376e+012	-3.2794e-009	-1.8499e-009	2.9858e-009	5.2089e-010
6.6528e+012	-6.2605e-010	4.3045e-009	8.2477e-011	-3.5811e-009
6.6681e+012	3.5938e-009	5.5335e-010	-3.2254e-009	-4.9363e-011
6.6833e+012	1.6448e-009	-1.5333e-009	-1.0030e-009	1.8445e-009
6.6986e+012	6.6374e-010	-2.2644e-009	3.4435e-010	1.7438e-009
6.7139e+012	-1.0323e-009	-2.2598e-009	5.3315e-010	1.0490e-009
6.7291e+012	-3.0463e-009	-1.2705e-009	2.6585e-009	2.2273e-009
6.7444e+012	-2.4173e-009	2.5822e-009	3.9817e-009	-3.7440e-009
6.7596e+012	4.3997e-010	1.3684e-009	-2.6532e-009	-3.0856e-009
6.7749e+012	-5.5232e-010	2.5380e-009	-7.5467e-010	-6.8545e-010
6.7902e+012	4.1591e-009	1.4386e-009	-3.6051e-009	-7.8351e-010
6.8054e+012	1.0942e-009	-2.9365e-009	-1.1568e-009	3.3356e-009
6.8207e+012	4.7803e-011	-8.4241e-010	3.7720e-010	1.6864e-009
6.8359e+012	-1.4232e-009	-2.1764e-009	2.8316e-009	2.0417e-009
6.8512e+012	-2.2705e-009	2.0847e-009	1.9245e-009	-3.3290e-009
6.8665e+012	1.9684e-009	1.7666e-009	-2.2516e-009	-6.6797e-010
6.8817e+012	2.5699e-009	-1.4745e-009	-7.2515e-010	6.2888e-010
6.8970e+012	-1.4978e-009	-4.4409e-009	2.2359e-011	2.2163e-009
6.9122e+012	-5.3276e-009	1.7924e-009	3.0271e-009	-2.3916e-010
6.9275e+012	1.1204e-009	4.0587e-009	2.5791e-010	-1.8208e-009
6.9427e+012	1.7739e-009	8.2267e-010	3.5498e-010	-1.8210e-009
6.9580e+012	2.4890e-009	-3.9017e-010	-2.8265e-009	-1.6412e-009
6.9733e+012	-3.6655e-010	-2.0998e-009	-1.4345e-009	1.9068e-009
6.9885e+012	1.8047e-010	6.1487e-010	-2.0217e-011	3.3492e-010
7.0038e+012	2.6234e-010	-2.3150e-009	-1.0462e-009	8.4766e-010
7.0190e+012	-2.5672e-009	2.9868e-010	-1.0266e-010	2.2302e-009
7.0343e+012	2.2002e-010	1.0783e-009	2.3087e-009	1.5416e-009
7.0496e+012	-7.4310e-010	5.7184e-010	2.1445e-009	-5.2298e-010
7.0648e+012	1.3243e-009	1.7917e-009	2.3407e-009	-1.9882e-009
7.0801e+012	1.8969e-009	-1.2918e-009	-1.7961e-009	-4.1572e-009
7.0953e+012	-2.4835e-010	-1.3883e-009	-3.7498e-009	1.7186e-009
7.1106e+012	-7.1555e-010	-1.5477e-009	1.6048e-009	2.3758e-009
7.1259e+012	-3.3569e-009	4.4976e-010	2.1282e-009	-1.8809e-009
7.1411e+012	1.0234e-009	3.9911e-009	-3.1067e-009	-3.1648e-009
7.1564e+012	2.5299e-009	-2.1447e-009	-3.4835e-009	4.7021e-009
7.1716e+012	-2.8187e-009	5.6202e-010	5.1052e-009	1.5949e-009
7.1869e+012	3.3561e-009	2.3401e-009	-1.4299e-009	-3.6315e-009
7.2021e+012	1.1173e-009	-4.0487e-009	-1.5126e-009	3.0971e-009
7.2174e+012	-2.6948e-009	-1.5464e-010	2.1569e-009	4.7623e-010
7.2327e+012	1.9913e-010	1.0492e-009	7.0922e-010	4.5008e-010
7.2479e+012	6.4971e-010	-5.3516e-010	2.9182e-009	-9.7388e-010
7.2632e+012	-1.3165e-009	-1.4165e-009	-5.9086e-010	-4.0273e-009
7.2784e+012	-2.2871e-009	2.0278e-009	-3.3311e-009	4.0151e-010
7.2937e+012	1.8566e-009	2.7535e-009	1.3848e-009	9.1937e-010
7.3090e+012	3.1757e-009	-9.8896e-010	-2.3191e-009	-2.9614e-009
7.3242e+012	-5.5796e-010	-3.6654e-009	-3.3990e-009	4.6453e-009
7.3395e+012	-3.4273e-009	1.0739e-009	4.5656e-009	1.8212e-009
7.3547e+012	1.4556e-009	1.7623e-009	-7.2562e-010	-2.2434e-009
7.3700e+012	-5.7683e-010	-2.8203e-010	5.2604e-010	2.3531e-009
7.3853e+012	2.0550e-009	1.7910e-009	2.2009e-009	-1.9800e-009
7.4005e+012	1.0890e-009	-3.1785e-009	-1.9406e-009	-1.1345e-009
7.4158e+012	-1.2503e-009	1.4039e-010	-7.9506e-010	1.6973e-009
7.4310e+012	-1.8955e-010	-2.5758e-009	2.5110e-009	2.0149e-009
7.4463e+012	-4.9007e-009	2.2507e-009	3.9653e-009	-4.2302e-009
7.4615e+012	3.7866e-009	3.5658e-009	-5.1886e-009	-4.8337e-009
7.4768e+012	1.7297e-011	-2.6173e-009	-3.6202e-009	3.5738e-009
7.4921e+012	6.6199e-010	2.2626e-009	-6.1599e-010	1.3294e-009
7.5073e+012	1.5489e-009	-3.1129e-009	-2.6895e-011	4.8088e-009
7.5226e+012	-2.6960e-009	4.4868e-010	5.6747e-009	-1.5402e-010
7.5378e+012	8.6037e-010	5.4509e-010	-1.6151e-010	-2.4069e-009
7.5531e+012	-4.3230e-010	9.6072e-010	2.0082e-009	-1.8620e-009
7.5684e+012	2.9516e-009	-1.0852e-009	-5.1443e-009	-3.6002e-009
7.5836e+012	-3.5284e-009	-3.0489e-009	-1.6239e-009	6.7236e-009
7.5989e+012	-1.5514e-009	4.5342e-009	5.0125e-009	-8.3367e-010
7.6141e+012	3.6005e-009	3.7400e-010	-8.4367e-010	-1.9639e-009
7.6294e+012	5.5471e-010	-2.0879e-009	-7.5494e-010	-7.0342e-010
7.6447e+012	-1.0614e-009	-1.3570e-009	-5.5888e-010	1.8739e-009
7.6599e+012	-1.7791e-009	1.4710e-010	2.8552e-009	-2.1928e-009
7.6752e+012	-1.2320e-009	1.9937e-009	-4.5854e-009	-1.9907e-009
7.6904e+012	2.6954e-009	2.4104e-009	-7.6091e-010	3.6308e-009
7.7057e+012	2.1963e-009	-3.5915e-009	4.4059e-010	1.4892e-009
7.7209e+012	-3.4992e-009	-7.9091e-010	3.5875e-009	1.0483e-009
7.7362e+012	1.9766e-011	2.0065e-009	-8.8743e-010	-3.9708e-009
7.7515e+012	1.9810e-010	9.8986e-010	-1.3542e-009	3.6927e-009
7.7667e+012	2.7856e-009	7.6266e-010	4.0555e-009	-1.5927e-009
7.7820e+012	1.2165e-009	-3.1999e-009	-1.5345e-009	-2.0684e-009
7.7972e+012	-1.5264e-009	-2.3955e-009	-5.4135e-010	-1.0946e-009
7.8125e+012	-4.3534e-009	-7.1523e-010	-2.5920e-009	9.0474e-010
7.8278e+012	-1.6953e-009	5.3541e-009	1.6202e-009	8.3380e-010
7.8430e+012	3.7467e-009	1.3219e-009	-2.0286e-009	-1.0020e-009
7.8583e+012	9.9696e-010	-1.7764e-011	3.1686e-011	2.5262e-009
7.8735e+012	3.5047e-009	-1.7256e-009	3.6699e-010	6.0783e-010
7.8888e+012	-2.9516e-009	-4.8210e-009	2.7068e-009	1.4561e-009
7.9041e+012	-3.8043e-009	3.1069e-009	7.7032e-010	-3.3817e-009
7.9193e+012	9.2061e-010	1.8899e-009	-5.8442e-010	1.0222e-009
7.9346e+012	8.6527e-010	3.5382e-009	8.3848e-010	-4.1149e-009
7.9498e+012	8.3593e-009	-1.8721e-009	-7.0268e-009	2.3646e-009
7.9651e+012	-4.6687e-009	-1.0323e-008	6.5659e-009	6.1161e-009
7.9803e+012	-7.1181e-009	7.3165e-009	2.6198e-009	-8.8612e-009
7.9956e+012	7.2747e-009	1.2884e-010	-7.8078e-009	6.4700e-010
8.0109e+012	-5.3865e-009	-3.8694e-009	1.6943e-009	3.9108e-009
8.0261e+012	3.3816e-010	4.3817e-009	-1.0464e-009	-2.4090e-010
8.0414e+012	-2.8713e-009	-1.6825e-009	2.5804e-009	4.7847e-009
8.0566e+012	5.7499e-010	1.0306e-008	5.6225e-009	-4.7711e-009
8.0719e+012	1.1545e-008	-3.1204e-009	-4.5271e-009	-3.7513e-009
8.0872e+012	-2.4380e-009	-5.8733e-009	-1.1872e-009	1.8160e-009
8.1024e+012	1.6773e-009	-5.7846e-010	-1.1871e-009	-2.8954e-010
8.1177e+012	-1.2045e-009	-5.8442e-009	-1.0558e-009	2.0803e-009
8.1329e+012	-5.7466e-009	-3.3814e-009	8.0585e-010	2.7472e-009
8.1482e+012	-9.9460e-009	3.8754e-009	5.4144e-009	4.8475e-010
8.1635e+012	1.9484e-009	1.2041e-008	3.9030e-010	-6.6597e-009
8.1787e+012	6.9675e-009	5.9148e-010	-4.4192e-009	-1.5172e-010
8.1940e+012	4.0653e-009	1.1366e-009	-1.6598e-009	-2.7368e-011
8.2092e+012	5.6271e-009	-6.3766e-009	-3.0413e-009	4.1125e-009
8.2245e+012	-4.8492e-009	-4.0894e-009	4.1731e-009	2.6978e-009
8.2397e+012	-3.3149e-011	-5.0598e-011	7.6302e-010	-4.4570e-011
8.2550e+012	-4.2207e-009	-1.6753e-009	5.6616e-009	-2.1628e-011
8.2703e+012	7.1900e-011	3.8979e-009	-6.1456e-010	-8.3132e-009
8.2855e+012	-3.2276e-010	-2.4197e-009	-6.2845e-009	3.5408e-010
8.3008e+012	-2.5123e-009	4.0837e-009	-1.5217e-009	2.4972e-009
8.3160e+012	3.7721e-009	5.4959e-010	7.3796e-010	2.5297e-009
8.3313e+012	-1.1402e-009	9.8149e-011	-9.0563e-011	-1.5291e-009
8.3466e+012	4.0292e-009	1.1430e-009	-2.4847e-009	5.3253e-009
8.3618e+012	3.5665e-010	-5.3981e-009	8.6810e-009	1.9965e-009
8.3771e+012	-4.6257e-009	-5.8719e-010	1.0616e-009	-6.7877e-009
8.3923e+012	-2.4712e-009	3.7624e-009	-8.3649e-010	-1.1783e-009
8.4076e+012	3.7640e-009	5.0647e-009	-1.7813e-009	-5.0044e-009
8.4229e+012	7.0257e-009	-3.7363e-009	-7.8036e-009	1.0296e-009
8.4381e+012	-2.6185e-009	-7.6115e-009	-1.2426e-009	7.6645e-009
8.4534e+012	-6.5591e-009	8.3327e-010	5.9268e-009	2.7743e-009
8.4686e+012	-2.0821e-010	3.7504e-009	1.6278e-009	-3.2160e-009
8.4839e+012	-2.9106e-010	-6.0717e-011	-1.6125e-011	1.1887e-009
8.4991e+012	-6.9478e-010	3.7405e-009	2.8139e-009	-1.9659e-009
8.5144e+012	4.2978e-009	5.9749e-010	-7.6322e-010	-1.9556e-009
8.5297e+012	-5.8869e-012	-1.4849e-009	-1.6906e-010	-3.1111e-009
8.5449e+012	2.0937e-009	6.8889e-011	-6.0417e-009	-5.3541e-010
8.5602e+012	-4.9622e-010	-2.7299e-009	-3.6090e-010	4.5745e-009
8.5754e+012	5.9652e-010	4.1926e-010	-7.9893e-010	1.0534e-009
8.5907e+012	-1.0713e-009	-4.7995e-009	2.9565e-009	5.9329e-009
8.6060e+012	-5.7242e-009	2.6153e-009	7.3012e-009	-4.0198e-009
8.6212e+012	1.9609e-009	2.5677e-009	-2.3419e-009	-5.3674e-009
8.6365e+012	-1.3501e-009	1.0418e-009	-3.3412e-009	-1.0491e-009
8.6517e+012	3.6321e-009	2.4002e-009	-3.0029e-009	3.2108e-009
8.6670e+012	5.3819e-010	-3.1088e-009	3.9123e-009	1.8853e-009
8.6823e+012	-2.2225e-010	1.2406e-009	-4.1472e-010	-3.4091e-009
8.6975e+012	8.9309e-010	-1.3930e-009	-1.5867e-009	6.2815e-010
8.7128e+012	5.8241e-010	3.3757e-010	-2.1422e-009	3.1144e-010
8.7280e+012	-4.7839e-011	-4.3089e-009	9.2043e-010	5.4280e-009
8.7433e+012	-5.8219e-009	2.3230e-009	6.1271e-009	-2.5112e-009
8.7585e+012	4.1158e-009	3.5477e-009	-3.0393e-009	-3.7180e-009
8.7738e+012	-4.6998e-011	-3.3863e-009	-5.6035e-010	1.6768e-009
8.7891e+012	-8.6874e-010	1.4266e-009	-3.5747e-010	-6.3742e-010
8.8043e+012	-1.4429e-010	-9.5780e-010	6.8174e-010	1.2090e-009
8.8196e+012	-8.0307e-010	2.2348e-009	3.0314e-010	-2.7509e-009
8.8348e+012	2.3463e-009	-2.5054e-010	-3.4066e-009	1.1605e-009
8.8501e+012	-4.1723e-010	-6.3399e-010	1.4311e-009	2.1613e-009
8.8654e+012	5.7845e-010	-6.0840e-010	6.2698e-010	4.6848e-011
8.8806e+012	-1.4551e-009	5.2361e-010	1.8925e-009	-9.3022e-010
8.8959e+012	3.3895e-009	7.3939e-010	-3.4687e-009	-1.8447e-009
8.9111e+012	-1.4231e-009	-5.6957e-009	1.0493e-009	6.1938e-009
8.9264e+012	-5.5163e-009	3.4808e-009	6.4727e-009	-5.1186e-009
8.9417e+012	3.8101e-009	3.0610e-009	-7.2921e-009	-3.9135e-009
8.9569e+012	5.4590e-010	-2.1377e-009	-1.0344e-009	6.0584e-009
8.9722e+012	1.3763e-010	-2.4461e-010	3.0778e-009	6.4066e-010
8.9874e+012	-2.3332e-009	-1.1147e-009	2.6182e-009	-1.3835e-009
9.0027e+012	-1.8485e-010	4.6476e-009	-1.9749e-009	-3.9516e-009
9.0179e+012	4.8996e-009	-1.3422e-009	-2.2314e-009	2.8109e-009
9.0332e+012	-1.7517e-009	-3.1921e-009	1.5753e-009	-1.3491e-009
9.0485e+012	-1.8941e-009	1.1027e-009	-3.1303e-009	1.1003e-009
9.0637e+012	1.3065e-009	2.7112e-009	2.0885e-009	1.0286e-009
9.0790e+012	4.3127e-009	-3.5236e-009	-3.1774e-009	3.9217e-010
9.0942e+012	-5.9252e-009	-3.5931e-009	4.1548e-009	5.8034e-009
9.1095e+012	6.7185e-010	5.1317e-009	4.9605e-009	-4.9850e-009
9.1248e+012	3.0711e-010	-6.1467e-009	-1.0967e-009	-1.8588e-009
9.1400e+012	-9.3144e-009	4.9816e-009	1.1310e-009	-4.8837e-009
9.1553e+012	6.0005e-009	8.9484e-009	-8.4440e-009	-2.7975e-009
9.1705e+012	6.4898e-009	-1.8824e-009	-3.2717e-009	7.2445e-009
9.1858e+012	3.4586e-009	-3.4150e-009	2.5563e-009	2.7793e-009
9.2010e+012	3.3318e-010	-5.7260e-009	1.2156e-009	2.6237e-009
9.2163e+012	-4.6578e-009	-4.6492e-009	6.0304e-009	1.0157e-009
9.2316e+012	-7.2971e-009	3.2472e-009	2.6554e-009	-6.7791e-009
9.2468e+012	3.2684e-009	5.6085e-009	-4.7136e-009	-2.8565e-009
9.2621e+012	4.8775e-010	-3.2638e-009	-2.6129e-009	3.2072e-010
9.2773e+012	-1.5115e-009	3.0313e-009	-4.5398e-009	4.0360e-009
9.2926e+012	9.3798e-010	-5.8616e-010	7.6005e-009	6.8488e-009
9.3079e+012	-2.1715e-011	4.4795e-009	4.6726e-009	-1.0467e-008
9.3231e+012	6.4451e-009	-3.0629e-009	-8.6095e-009	3.5754e-010
9.3384e+012	-4.3229e-009	-1.6090e-009	3.5595e-009	1.3567e-009
9.3536e+012	5.2951e-009	4.4061e-010	-6.5461e-009	-1.3523e-009
9.3689e+012	-5.6918e-009	-6.5392e-009	4.7132e-009	8.5910e-009
9.3842e+012	-8.6551e-010	7.3784e-009	3.0141e-009	-8.7786e-009
9.3994e+012	2.2741e-009	-4.2899e-009	-6.3937e-009	4.7324e-009
9.4147e+012	-1.2728e-009	3.8622e-009	7.0002e-009	-6.6306e-010
9.4299e+012	3.5120e-009	-8.3903e-009	-6.0866e-009	-1.7387e-009
9.4452e+012	-1.5141e-008	3.1977e-009	5.3811e-009	5.8444e-009
9.4604e+012	7.8496e-009	1.1980e-008	2.4780e-009	-7.1206e-009
9.4757e+012	1.9876e-009	-3.4269e-009	-2.3637e-009	-1.8443e-009
9.4910e+012	7.0866e-009	5.7666e-009	-6.1165e-009	-3.2117e-009
9.5062e+012	6.2698e-009	-1.3727e-008	-3.8541e-009	1.1387e-008
9.5215e+012	-1.0634e-008	-2.5067e-009	1.2552e-008	-1.9101e-010
9.5367e+012	3.1244e-011	2.0195e-009	-3.8404e-009	-9.2566e-009
9.5520e+012	-3.4264e-009	7.5156e-011	-5.7562e-009	3.1641e-009
9.5673e+012	5.0464e-010	2.1026e-009	-1.1944e-009	5.4206e-009
9.5825e+012	-2.1203e-009	-7.1221e-011	6.9795e-009	6.0742e-009
9.5978e+012	-3.3010e-010	3.7464e-009	9.2909e-009	-6.5790e-009
9.6130e+012	1.2867e-009	2.2364e-009	-2.2689e-009	-1.0266e-008
9.6283e+012	3.8408e-009	3.1059e-009	-8.7195e-009	-4.4093e-009
9.6436e+012	6.8985e-009	-2.9014e-009	-1.0223e-008	4.6468e-009
9.6588e+012	-2.8290e-010	-8.2187e-009	-5.6606e-010	1.2216e-008
9.6741e+012	-5.4354e-009	-1.3045e-009	8.6179e-009	4.6763e-009
9.6893e+012	-1.2669e-009	-1.1259e-009	6.7730e-009	-2.4174e-010
9.7046e+012	-6.8522e-009	1.3569e-009	8.0833e-009	-7.6741e-009
9.7198e+012	1.6421e-009	5.3616e-009	-7.4404e-009	-9.5287e-009
9.7351e+012	-4.3734e-009	8.6644e-010	-1.3845e-009	4.1037e-009
9.7504e+012	7.2670e-009	1.4875e-008	-3.0502e-009	-1.0753e-008
9.7656e+012	1.6916e-008	-1.2185e-008	-1.7034e-008	9.4937e-009
9.7809e+012	-7.9160e-009	-9.5321e-009	7.7510e-009	1.2841e-008
9.7961e+012	-9.4556e-010	-5.8519e-009	3.3059e-009	4.4040e-009
9.8114e+012	-1.9293e-008	-1.2800e-009	1.9326e-008	2.5968e-009
9.8267e+012	1.4107e-009	2.1970e-008	1.4821e-009	-2.5523e-008
9.8419e+012	1.4107e-008	-2.1646e-009	-1.8813e-008	2.3406e-009
9.8572e+012	1.0901e-009	-5.8902e-009	3.4210e-009	6.2590e-009
9.8724e+012	-5.6726e-009	-2.8438e-009	-1.3577e-009	-1.3130e-009
9.8877e+012	1.7844e-009	1.1581e-008	7.1397e-010	-3.6729e-010
9.9030e+012	1.5810e-008	-9.3347e-009	-7.3687e-009	-9.3220e-010
9.9182e+012	-1.1535e-008	-1.4559e-008	-6.7308e-010	1.3098e-008
9.9335e+012	-1.0828e-008	5.4953e-009	1.4276e-008	1.0978e-009
9.9487e+012	-2.7582e-009	8.4920e-009	1.0813e-009	-1.1312e-008
9.9640e+012	7.4083e-009	5.5599e-009	-6.1347e-009	5.6271e-010
9.9792e+012	1.9217e-009	-5.7905e-009	2.4383e-009	1.4284e-009
9.9945e+012	-4.5585e-009	2.9233e-009	3.7493e-010	-2.0085e-009
1.0010e+013	4.3621e-009	6.2012e-009	8.3546e-010	-4.3745e-009
1.0025e+013	9.9765e-009	-2.2481e-009	-1.0549e-008	-3.4183e-009
1.0040e+013	1.3564e-009	-1.1360e-008	-3.7394e-009	1.3321e-008
1.0056e+013	-7.4236e-009	-5.1212e-009	9.7687e-009	2.7876e-009
1.0071e+013	-7.9295e-009	8.7916e-010	2.5895e-009	-2.8252e-009
